Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,UPPER_BOUND,LOWER_BOUND,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2015,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1187.4
2016,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1530.7
2017,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1728.1
2018,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1835.5
2019,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1865.1
2020,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,1897.8
2021,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,2067.6
2022,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,2173.4
2023,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,None,None,NUMBER,2025-08-08T00:00:00,2023-2025,2113.8
2015,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,348.6
2016,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,449.6
2017,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,508.0
2018,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,540.3
2019,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,550.3
2020,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,561.7
2021,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,614.3
2022,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,649.5
2023,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,F,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,619.4
2015,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,323.9
2016,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,418.6
2017,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,474.0
2018,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,505.2
2019,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,515.6
2020,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,527.1
2021,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,577.4
2022,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,609.0
2023,O,3,NaN = A figure was not provided,,,NA,AG_PRD_FIESSN,204,M,Y_GE15,NUMBER,2025-08-08T00:00:00,2023-2025,609.6
