Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,COMPOSITE_BREAKDOWN,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2020,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,72,IO_AFDB,PT,2024-05-07T00:00:00,2022,1.13777
2021,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,72,IO_AFDB,PT,2024-05-07T00:00:00,2022,0.77748
2022,A,0,African Development Bank Group Annual Report 2022,SG_INT_VRTDEV,72,IO_AFDB,PT,2024-05-07T00:00:00,2022,0.7801
2015,A,0,Report of the Economic and Social Council on its 2023 Session (A/78/3),SG_INT_VRTDEV,72,IO_ECOSOC,PT,2024-05-07T00:00:00,2023,1.85185
2016,A,0,Report of the Economic and Social Council on its 2023 Session (A/78/3),SG_INT_VRTDEV,72,IO_ECOSOC,PT,2024-05-07T00:00:00,2023,1.85185
2020,A,0,Report of the Economic and Social Council on its 2023 Session (A/78/3),SG_INT_VRTDEV,72,IO_ECOSOC,PT,2024-05-07T00:00:00,2023,1.85185
2021,A,0,Report of the Economic and Social Council on its 2023 Session (A/78/3),SG_INT_VRTDEV,72,IO_ECOSOC,PT,2024-05-07T00:00:00,2023,1.85185
2022,A,0,Report of the Economic and Social Council on its 2023 Session (A/78/3),SG_INT_VRTDEV,72,IO_ECOSOC,PT,2024-05-07T00:00:00,2023,1.85185
2023,A,0,Report of the Economic and Social Council on its 2023 Session (A/78/3),SG_INT_VRTDEV,72,IO_ECOSOC,PT,2024-05-07T00:00:00,2023,1.8868
2000,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.0537
2005,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.0534
2010,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.0534
2015,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.0572
2016,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.06
2017,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.0554
2018,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.0617
2019,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.0667
2020,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.0656
2021,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.06428
2022,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.06336
2023,A,0,"International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2023",SG_INT_VRTDEV,72,IO_IBRD,PT,2024-05-07T00:00:00,2023,0.0622
2000,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0151
2005,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0151
2010,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.015
2015,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.03434
2016,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.03434
2017,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.03434
2018,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0343
2019,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0339
2020,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.03416
2021,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.03389
2022,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.03358
2023,A,0,IFC 2023 Annual Report Volume 2,SG_INT_VRTDEV,72,IO_IFC,PT,2024-05-07T00:00:00,2023,0.0385
2000,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.0411
2005,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.0405
2010,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.0397
2015,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.0641
2016,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.069
2017,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.0683
2018,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.0683
2019,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.06831
2020,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.06829
2021,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.06808
2022,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.0686
2023,A,0,IMF Annual Report 2023,SG_INT_VRTDEV,72,IO_IMF,PT,2024-05-07T00:00:00,2023,0.06875
2000,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5291
2005,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5236
2010,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5208
2015,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2016,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2017,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2018,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2019,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2020,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.5181
2021,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2022,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2023,A,0,UN General Assembly website http://www.un.org/en/member-states/index.html,SG_INT_VRTDEV,72,IO_UNGA,PT,2024-05-07T00:00:00,2023,0.51813
2000,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.7143
2005,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6711
2010,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6536
2015,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.625
2016,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6173
2017,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6098
2018,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6098
2019,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.6098
2020,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2021,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2022,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
2023,A,0,WTO Annual Report 2023,SG_INT_VRTDEV,72,IO_WTO,PT,2024-05-07T00:00:00,2023,0.60976
