Year,OBS_STATUS,UNIT_MULT,COMMENT_OBS,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,10.09
2021,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,16.45
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,None,PER_100000_POP,2025-03-13T00:00:00,2022,10.55
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.33
2020,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,2.11
2021,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,8.08
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,8.95
2019,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,10.83
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,18.36
2021,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,25.2
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,None,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,21.67
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,None,PER_100000_POP,2025-03-13T00:00:00,2022,2.89
2019,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,None,PER_100000_POP,2025-03-13T00:00:00,2022,4.53
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,None,PER_100000_POP,2025-03-13T00:00:00,2022,9.34
2021,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,None,PER_100000_POP,2025-03-13T00:00:00,2022,17.72
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,None,PER_100000_POP,2025-03-13T00:00:00,2022,9.84
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.28
2020,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.48
2021,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,8.27
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,5.91
2019,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,9.02
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,18.73
2021,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,27.83
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,F,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,20.44
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,None,PER_100000_POP,2025-03-13T00:00:00,2022,5.99
2019,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,None,PER_100000_POP,2025-03-13T00:00:00,2022,6.48
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,None,PER_100000_POP,2025-03-13T00:00:00,2022,10.85
2021,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,None,PER_100000_POP,2025-03-13T00:00:00,2022,15.19
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,None,PER_100000_POP,2025-03-13T00:00:00,2022,11.25
2019,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,0.38
2020,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,3.77
2021,A,0,NaN = Value omitted for confidentiality reasons. Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,Y_GE18,PER_100000_POP,2025-03-13T00:00:00,2022,7.9
2017,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,11.91
2019,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,12.6
2020,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,18.0
2021,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,22.64
2022,A,0,Data in reference to one country but derived from different types of sources should not be compared between them.,GLOTIP Database,VC_HTF_DETVR,204,M,Y0T17,PER_100000_POP,2025-03-13T00:00:00,2022,22.86
