Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,ACTIVITY,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,BASE_PER,Value
2008,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.14
2009,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.147
2010,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.108
2011,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.121
2012,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.108
2013,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.155
2014,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.188
2015,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.197
2016,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.175
2017,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.186
2018,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.197
2019,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.171
2020,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.149
2021,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.143
2022,A,0,"IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/statistics",EN_ATM_CO2GDP,72,None,KG_PER_CON_USD,2025-02-19T00:00:00,2022,2021,0.142
2000,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.159
2001,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.495
2002,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.483
2003,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.351
2004,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.186
2005,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.077
2006,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.077
2007,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.696
2008,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.188
2009,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.143
2010,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.08
2011,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.072
2012,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.07
2013,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.075
2014,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.069
2015,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.071
2016,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.068
2017,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.07
2018,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.08
2019,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.077
2020,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.079
2021,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.073
2022,A,0,"UNIDO National Accounts Database. Available at https://stat.unido.org. IEA (2024), Greenhouse gas emissions from energy. https://www.iea.org/data-and-statistics",EN_ATM_CO2MVA,72,ISIC4_C,KG_PER_CON_USD,2025-03-04T00:00:00,2022,2015,0.068
