Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,COMMENT_OBS,Value
2014,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,10.24648
2017,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,9.66951
2019,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,11.92511
2021,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,12.5159
2022,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,None,ISCED11_3,PT,2025-03-05T00:00:00,2022,,11.77716
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2021,,19.72232
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2021,,32.94436
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2021,,27.57055
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2021,,21.72599
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_1,PT,2025-03-05T00:00:00,2021,,22.03426
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2021,,3.64963
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2021,,5.9307
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2021,,7.73479
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2021,,3.42503
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_2,PT,2025-03-05T00:00:00,2021,,4.48132
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2021,,0.18042
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2021,,0.52344
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2021,,0.6535
2018,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2021,,0.57
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q1,ISCED11_3,PT,2025-03-05T00:00:00,2021,,2.78109
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2021,,32.41127
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2021,,47.69865
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2021,,43.0439
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2021,,38.05457
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_1,PT,2025-03-05T00:00:00,2021,,37.07853
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2021,,9.49224
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2021,,13.24553
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2021,,14.42144
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2021,,12.20591
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_2,PT,2025-03-05T00:00:00,2021,,9.99205
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2021,,1.40899
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2021,,2.72225
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2021,,0.31996
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2021,,1.30028
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q2,ISCED11_3,PT,2025-03-05T00:00:00,2021,,2.30885
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2021,,43.10637
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2021,,58.05881
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2021,,53.14716
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2021,,50.95526
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_1,PT,2025-03-05T00:00:00,2021,,48.99104
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2021,,10.13029
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2021,,21.12339
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2021,,18.58142
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2021,,14.64212
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_2,PT,2025-03-05T00:00:00,2021,,19.47374
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2021,,1.5562
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2021,,4.97923
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2021,,3.84361
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2021,,4.903
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q3,ISCED11_3,PT,2025-03-05T00:00:00,2021,,4.77997
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2021,,59.11321
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2021,,73.87517
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2021,,65.47079
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2021,,63.75497
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_1,PT,2025-03-05T00:00:00,2021,,64.84579
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2021,,20.48206
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2021,,33.87059
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2021,,31.59846
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2021,,24.30201
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_2,PT,2025-03-05T00:00:00,2021,,30.82291
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2021,,5.27196
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2021,,9.56501
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2021,,6.82896
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2021,,5.5956
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q4,ISCED11_3,PT,2025-03-05T00:00:00,2021,,11.79655
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2021,,74.10689
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2021,,80.25189
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2021,,79.13946
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2021,,77.61468
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_1,PT,2025-03-05T00:00:00,2021,,77.71859
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2021,,48.05546
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2021,,58.23543
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2021,,52.85734
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2021,,46.6
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_2,PT,2025-03-05T00:00:00,2021,,52.66747
2006,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,25.17208
2011,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,36.21287
2014,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,30.19273
2017,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,27.70649
2021,A,0,Benin MICS 2021-22. The survey collected data on school attendance for age 3-24 and educational attainment for age 5 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,None,Q5,ISCED11_3,PT,2025-03-05T00:00:00,2021,,34.89113
2001,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,R,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,21.26
2006,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,R,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,38.99918
2011,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,R,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,52.39817
2014,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,R,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,44.45525
2017,A,0,Benin Enquête Harmonisée sur les Conditions de Vie des Ménages (EHCVM) 2021-22. The survey collected data on school attendance and educational attainment for age 3 and above. Data extracted on 25 February 2025.,SE_TOT_CPLR,204,None,R,None,ISCED11_1,PT,2025-03-05T00:00:00,2022,,44.91179
