Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,Value
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y15T24,None,None,None,PT,2024-05-08T00:00:00,2022,47.7309226989746
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y15T24,None,None,None,PT,2024-05-08T00:00:00,2022,46.9702184200287
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,None,Y15T24,None,None,None,PT,2024-05-08T00:00:00,2022,49.724155664444
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,F,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,28.3603340387344
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,F,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,48.7371206283569
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,F,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,46.7885166406632
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,F,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,53.8606822490692
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,M,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,32.1595251560211
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,M,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,55.2344977855682
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,M,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,56.2102496623993
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS,72,M,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,64.2897665500641
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS_ILF,72,None,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,40.68033
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS_ILF,72,None,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,58.80543
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS_ILF,72,None,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,63.06602
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS_ILF,72,None,Y_GE15,None,None,None,PT,2024-05-08T00:00:00,2022,67.81463
2011,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS_OLF,72,None,Y_GE15,None,None,None,PT,2024-05-23T00:00:00,2022,16.50134
2014,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS_OLF,72,None,Y_GE15,None,None,None,PT,2024-05-23T00:00:00,2022,38.21736
2017,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS_OLF,72,None,Y_GE15,None,None,None,PT,2024-05-23T00:00:00,2022,36.47231
2022,A,0,"The World Bank (2021), Global Findex Database (https://www.worldbank.org/en/publication/globalfindex)",FB_BNK_ACCSS_OLF,72,None,Y_GE15,None,None,None,PT,2024-05-23T00:00:00,2022,46.14433
