Year,OBS_STATUS,UNIT_MULT,SOURCE_DETAIL,SERIES,REF_AREA,PRODUCT,UNIT_MEASURE,DATA_LAST_UPDATE,TIME_DETAIL,BASE_PER,Value
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.28815
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.28509
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.2813
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.27719
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.27328
2009,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.2782
2010,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.27754
2011,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.28198
2012,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.27742
2013,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.26865
2014,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.26634
2015,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.2547
2016,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.25809
2017,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.25153
2018,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.26317
2019,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.27446
2020,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.25764
2021,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.24816
2022,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.23687
2023,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF13,T,2025-03-21T00:00:00,2023,,0.22041
2000,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF14,T,2025-03-21T00:00:00,2023,,0.00067
2001,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF14,T,2025-03-21T00:00:00,2023,,0.00064
2002,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF14,T,2025-03-21T00:00:00,2023,,0.00059
2003,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF14,T,2025-03-21T00:00:00,2023,,0.00039
2004,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF14,T,2025-03-21T00:00:00,2023,,0.00042
2005,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF14,T,2025-03-21T00:00:00,2023,,0.00083
2006,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF14,T,2025-03-21T00:00:00,2023,,0.00056
2007,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF14,T,2025-03-21T00:00:00,2023,,0.00054
2008,A,0,WESR / Global Material Flows Database,EN_MAT_DOMCMPC,72,MF14,T,2025-03-21T00:00:00,2023,,0.00065
